State,Utility,Sample ID,Analyte,Value (PPT)
SC,WEST ANDERSON W/D (0420006),810-126776-1,Total PFAS,3.5
SC,WEST ANDERSON W/D (0420006),810-126776-1,PFBS,3.5
SC,WILLIAMSTON TOWN OF (0410010),112257P,Total PFAS,3.0
SC,WILLIAMSTON TOWN OF (0410010),112257P,PFBS,3.0
SC,WILLIAMSTON TOWN OF (0410010),122113P,Total PFAS,3.4
SC,WILLIAMSTON TOWN OF (0410010),122113P,PFBS,3.4
SC,WINNSBORO TOWN OF (2010001),122114P,Total PFAS,44.1
SC,WINNSBORO TOWN OF (2010001),122114P,PFOS,28.9
SC,WINNSBORO TOWN OF (2010001),122114P,PFHxS,8.4
SC,WINNSBORO TOWN OF (2010001),122114P,PFHxA,3.5
SC,WINNSBORO TOWN OF (2010001),122114P,PFPeA,3.3
SC,WINNSBORO TOWN OF (2010001),123316R,Total PFAS,49.4
SC,WINNSBORO TOWN OF (2010001),123316R,PFOS,32.8
SC,WINNSBORO TOWN OF (2010001),123316R,PFHxS,9.0
SC,WINNSBORO TOWN OF (2010001),123316R,PFPeA,3.8
SC,WINNSBORO TOWN OF (2010001),123316R,PFHxA,3.8
SC,YORK CITY OF (4610001),115941P,Total PFAS,6.8
SC,YORK CITY OF (4610001),115941P,PFPeA,3.4
SC,YORK CITY OF (4610001),115941P,PFHxA,3.4
SC,YORK CITY OF (4610001),116151R,Total PFAS,6.7
SC,YORK CITY OF (4610001),116151R,PFHxA,3.4
SC,YORK CITY OF (4610001),116151R,PFPeA,3.3
SC,YORK CITY OF (4610001),119050P,Total PFAS,3.1
SC,YORK CITY OF (4610001),119050P,PFPeA,3.1
SC,YORK COUNTY EAST WD (4620002),810-112367-1,Total PFAS,8.8
SC,YORK COUNTY EAST WD (4620002),810-112367-1,PFPeA,4.6
SC,YORK COUNTY EAST WD (4620002),810-112367-1,PFHxA,4.2
SC,YORK COUNTY EAST WD (4620002),810-91662-1,Total PFAS,6.3
SC,YORK COUNTY EAST WD (4620002),810-91662-1,PFPeA,3.2
SC,YORK COUNTY EAST WD (4620002),810-91662-1,PFHxA,3.1
SC,YORK COUNTY WEST WD (SC4620003),100613P,Total PFAS,3.0
SC,YORK COUNTY WEST WD (SC4620003),100613P,PFHxA,3.0
SC,YORK COUNTY WEST WD (SC4620003),103333P,Total PFAS,7.4
SC,YORK COUNTY WEST WD (SC4620003),103333P,PFPeA,3.7
SC,YORK COUNTY WEST WD (SC4620003),103333P,PFHxA,3.7
SC,YORK COUNTY WEST WD (SC4620003),106128P,Total PFAS,8.4
SC,YORK COUNTY WEST WD (SC4620003),106128P,PFPeA,4.6
SC,YORK COUNTY WEST WD (SC4620003),106128P,PFHxA,3.8
SC,YORK COUNTY WEST WD (SC4620003),109109P,Total PFAS,9.1
SC,YORK COUNTY WEST WD (SC4620003),109109P,PFPeA,4.9
SC,YORK COUNTY WEST WD (SC4620003),109109P,PFHxA,4.2
SD,ABERDEEN,CB01211-01,Total PFAS,7.5
SD,ABERDEEN,CB01211-01,PFBA,7.5
SD,ABERDEEN,CB03772-01,Total PFAS,8.1
SD,ABERDEEN,CB03772-01,PFBA,8.1
SD,ABERDEEN,CB08006-01,Total PFAS,6.5
SD,ABERDEEN,CB08006-01,PFBA,6.5
SD,"HARRISBURG, SD",103598R,Total PFAS,5.5
SD,"HARRISBURG, SD",103598R,PFBA,5.5
SD,LINCOLN COUNTY RURAL WATER SYSTEM,103594R,Total PFAS,6.1
SD,LINCOLN COUNTY RURAL WATER SYSTEM,103594R,PFBA,6.1
SD,NPS-MOUNT RUSHMORE NATIONAL MEMORIAL,105414R,Total PFAS,33.8
SD,NPS-MOUNT RUSHMORE NATIONAL MEMORIAL,105414R,PFHxS,20.8
SD,NPS-MOUNT RUSHMORE NATIONAL MEMORIAL,105414R,PFOS,9.8
SD,NPS-MOUNT RUSHMORE NATIONAL MEMORIAL,105414R,PFBS,3.2
SD,NPS-MOUNT RUSHMORE NATIONAL MEMORIAL,115104R,Total PFAS,21.1
SD,NPS-MOUNT RUSHMORE NATIONAL MEMORIAL,115104R,PFOS,10.6
SD,NPS-MOUNT RUSHMORE NATIONAL MEMORIAL,115104R,PFHxS,10.5
SD,RAPID VALLEY SANITARY DISTRICT,114789P,Total PFAS,3.8
SD,RAPID VALLEY SANITARY DISTRICT,114789P,PFHxS,3.8
SD,RAPID VALLEY SANITARY DISTRICT,117461P,Total PFAS,5.8
SD,RAPID VALLEY SANITARY DISTRICT,117461P,PFHxS,5.8
SD,RAPID VALLEY SANITARY DISTRICT,121155P,Total PFAS,3.6
SD,RAPID VALLEY SANITARY DISTRICT,121155P,PFHxS,3.6
SD,WR/LJ - MNI WICONI,104485R,Total PFAS,8.1
SD,WR/LJ - MNI WICONI,104485R,PFBA,8.1
TN,ALPHA-TALBOTT UTILITY DISTRICT,HJ03248-01,Total PFAS,5.3
TN,ALPHA-TALBOTT UTILITY DISTRICT,HJ03248-01,PFBA,5.3
TN,M4B0306-01,HJ03248-01,PFBS,11.6
TN,M4C1931-01,HJ03248-01,PFBS,12.1
TN,BEDFORD COUNTY UTILITY DISTRICT,GK04265-01,Total PFAS,29.1
TN,BEDFORD COUNTY UTILITY DISTRICT,GK04265-01,PFOA,8.2
TN,BEDFORD COUNTY UTILITY DISTRICT,GK04265-01,PFBS,7.5
TN,BEDFORD COUNTY UTILITY DISTRICT,GK04265-01,PFOS,4.8
TN,BEDFORD COUNTY UTILITY DISTRICT,GK04265-01,PFHxA,4.7
TN,BEDFORD COUNTY UTILITY DISTRICT,GK04265-01,PFPeA,3.9
TN,M3G0526-01,GK04265-01,PFOS,4.3
TN,CAMDEN WATER DEPT,113428P,Total PFAS,30.1
TN,CAMDEN WATER DEPT,113428P,PFOS,14.0
TN,CAMDEN WATER DEPT,113428P,PFBA,6.8
TN,CAMDEN WATER DEPT,113428P,PFOA,5.6
TN,CAMDEN WATER DEPT,113428P,PFBS,3.7
TN,CAMDEN WATER DEPT,116588P,Total PFAS,62.9
TN,CAMDEN WATER DEPT,116588P,PFOS,24.0
TN,CAMDEN WATER DEPT,116588P,PFOA,13.0
TN,CAMDEN WATER DEPT,116588P,PFBA,9.6
TN,CAMDEN WATER DEPT,116588P,PFBS,5.1
TN,CAMDEN WATER DEPT,116588P,PFHxA,4.6
TN,CAMDEN WATER DEPT,116588P,PFHxS,3.5
TN,CAMDEN WATER DEPT,116588P,PFHpA,3.1
TN,CAMDEN WATER DEPT,120089P,Total PFAS,46.6
TN,CAMDEN WATER DEPT,120089P,PFOS,19.0
TN,CAMDEN WATER DEPT,120089P,PFBA,12.0
TN,CAMDEN WATER DEPT,120089P,PFOA,7.5
TN,CAMDEN WATER DEPT,120089P,PFBS,4.4
TN,CAMDEN WATER DEPT,120089P,PFHxA,3.7
TN,CARYVILLE-JACKSBORO UTILITIES COMMISSION,24031473-01,Total PFAS,4.6
TN,CARYVILLE-JACKSBORO UTILITIES COMMISSION,24031473-01,PFBS,4.6
TN,CARYVILLE-JACKSBORO UTILITIES COMMISSION,24031473-05,Total PFAS,4.6
TN,CARYVILLE-JACKSBORO UTILITIES COMMISSION,24031473-05,PFBS,4.6
TN,CARYVILLE-JACKSBORO UTILITIES COMMISSION,24041394-01,Total PFAS,5.2
TN,CARYVILLE-JACKSBORO UTILITIES COMMISSION,24041394-01,PFBS,5.2
TN,CHUCKEY UTILITY DISTRICT,35801825001SE2,Total PFAS,10.0
TN,CHUCKEY UTILITY DISTRICT,35801825001SE2,6:2 FTS,10.0
TN,M4A0525-01,35801825001SE2,PFBS,25.6
TN,M4A0525-03,35801825001SE2,PFBS,3.9
TN,M4D0122-01,35801825001SE2,PFBA,5.8
TN,M4D0748-01,35801825001SE2,PFBS,25.3
TN,M4D0748-01,35801825001SE2,PFPeA,3.3
TN,M4D0748-03,35801825001SE2,PFBS,4.1
TN,M4D0748-05,35801825001SE2,PFBA,10.0
TN,M4G0452-01,35801825001SE2,PFBS,24.9
TN,M4G0452-05,35801825001SE2,PFBA,5.5
TN,M4J0959-01,35801825001SE2,PFBS,32.7
TN,CLIFTON WATER DEPT,116194R,Total PFAS,20.2
TN,CLIFTON WATER DEPT,116194R,PFOS,11.0
TN,CLIFTON WATER DEPT,116194R,PFOA,4.8
TN,CLIFTON WATER DEPT,116194R,PFBS,4.4
TN,CLIFTON WATER DEPT,117468P,Total PFAS,46.1
TN,CLIFTON WATER DEPT,117468P,PFOS,17.0
TN,CLIFTON WATER DEPT,117468P,PFBA,11.0
TN,CLIFTON WATER DEPT,117468P,PFOA,9.4
TN,CLIFTON WATER DEPT,117468P,PFBS,4.9
TN,CLIFTON WATER DEPT,117468P,PFHxA,3.8
TN,CLIFTON WATER DEPT,121163P,Total PFAS,30.5
TN,CLIFTON WATER DEPT,121163P,PFOS,14.0
TN,CLIFTON WATER DEPT,121163P,PFOA,7.7
TN,CLIFTON WATER DEPT,121163P,PFBS,4.8
TN,CLIFTON WATER DEPT,121163P,PFHxA,4.0
TN,COLUMBIA POWER AND WATER SYSTEMS,GG03591-01,Total PFAS,3.2
TN,COLUMBIA POWER AND WATER SYSTEMS,GG03591-01,PFHxA,3.2
TN,M3F1189-01,GG03591-01,PFBS,5.8
TN,M3F1189-01,GG03591-01,PFHxA,5.4
TN,M3F1189-01,GG03591-01,PFBA,5.2
TN,M3F1189-01,GG03591-01,PFPeA,5.0
TN,COUNTY WIDE UTILITY DISTRICT,112280P,Total PFAS,7.8
TN,COUNTY WIDE UTILITY DISTRICT,112280P,PFHpA,4.4
TN,COUNTY WIDE UTILITY DISTRICT,112280P,PFPeA,3.4
TN,COUNTY WIDE UTILITY DISTRICT,119059P,Total PFAS,3.3
TN,COUNTY WIDE UTILITY DISTRICT,119059P,PFHpA,3.3
TN,DEWHITE UTILITY DISTRICT,103347P,Total PFAS,4.1
TN,DEWHITE UTILITY DISTRICT,103347P,PFOS,4.1
TN,EASTSIDE UTILITY DISTRICT,810-108151-1,Total PFAS,9.5
TN,EASTSIDE UTILITY DISTRICT,810-108151-1,PFBA,9.5
TN,EASTSIDE UTILITY DISTRICT,810-77686-1,Total PFAS,11.2
TN,EASTSIDE UTILITY DISTRICT,810-77686-1,PFBA,11.2
TN,EASTSIDE UTILITY DISTRICT,810-97254-1,Total PFAS,7.8
TN,EASTSIDE UTILITY DISTRICT,810-97254-1,PFBA,7.8
TN,ERWIN UTILITIES AUTHORITY,23111282-01,Total PFAS,16.7
TN,ERWIN UTILITIES AUTHORITY,23111282-01,PFBS,6.6
TN,ERWIN UTILITIES AUTHORITY,23111282-01,PFOS,6.5
TN,ERWIN UTILITIES AUTHORITY,23111282-01,PFHxS,3.6
TN,24E0075-11,23111282-01,PFBS,7.5
TN,24E0075-11,23111282-01,PFOS,6.7
TN,24E0075-11,23111282-01,PFOA,4.1
TN,24E0075-11,23111282-01,PFHxS,3.5
TN,FAIRVIEW UTILITY DISTRICT,104201P,Total PFAS,3.0
TN,FAIRVIEW UTILITY DISTRICT,104201P,PFBS,3.0
TN,FAIRVIEW UTILITY DISTRICT,107107P,Total PFAS,4.1
TN,FAIRVIEW UTILITY DISTRICT,107107P,PFOS,4.1
TN,FAIRVIEW UTILITY DISTRICT,112618R,Total PFAS,6.2
TN,FAIRVIEW UTILITY DISTRICT,112618R,PFOS,6.2
TN,FIRST U.D. OF HARDIN COUNTY,102495P,Total PFAS,27.2
TN,FIRST U.D. OF HARDIN COUNTY,102495P,PFOS,11.0
TN,FIRST U.D. OF HARDIN COUNTY,102495P,PFBA,7.4
TN,FIRST U.D. OF HARDIN COUNTY,102495P,PFOA,4.8
TN,FIRST U.D. OF HARDIN COUNTY,102495P,PFBS,4.0
TN,FIRST U.D. OF HARDIN COUNTY,104713P,Total PFAS,74.5
TN,FIRST U.D. OF HARDIN COUNTY,104713P,PFOS,25.9
TN,FIRST U.D. OF HARDIN COUNTY,104713P,PFOA,17.3
TN,FIRST U.D. OF HARDIN COUNTY,104713P,PFBA,9.0
TN,FIRST U.D. OF HARDIN COUNTY,104713P,PFBS,5.9
TN,FIRST U.D. OF HARDIN COUNTY,104713P,PFHxA,5.5
TN,FIRST U.D. OF HARDIN COUNTY,104713P,PFHpA,4.2
TN,FIRST U.D. OF HARDIN COUNTY,104713P,PFHxS,3.6
TN,FIRST U.D. OF HARDIN COUNTY,104713P,PFPeA,3.1
TN,FIRST U.D. OF HARDIN COUNTY,108143P,Total PFAS,41.8
TN,FIRST U.D. OF HARDIN COUNTY,108143P,PFOS,16.0
TN,FIRST U.D. OF HARDIN COUNTY,108143P,PFOA,9.8
TN,FIRST U.D. OF HARDIN COUNTY,108143P,PFBA,8.5
TN,FIRST U.D. OF HARDIN COUNTY,108143P,PFHxA,4.5
TN,FIRST U.D. OF HARDIN COUNTY,108143P,PFBS,3.0
TN,FIRST U.D. OF HARDIN COUNTY,112726R,Total PFAS,31.9
TN,FIRST U.D. OF HARDIN COUNTY,112726R,PFOS,12.0
TN,FIRST U.D. OF HARDIN COUNTY,112726R,PFOA,6.5
TN,FIRST U.D. OF HARDIN COUNTY,112726R,PFBA,5.4
TN,FIRST U.D. OF HARDIN COUNTY,112726R,PFBS,4.8
TN,FIRST U.D. OF HARDIN COUNTY,112726R,PFHxA,3.2
TN,FIRST UTIL DIST OF KNOX COUNTY,35784642001SE1,Total PFAS,5.4
TN,FIRST UTIL DIST OF KNOX COUNTY,35784642001SE1,PFBS,5.4
TN,FIRST UTIL DIST OF KNOX COUNTY,35798936001SE2,Total PFAS,6.9
TN,FIRST UTIL DIST OF KNOX COUNTY,35798936001SE2,PFBS,3.9
TN,FIRST UTIL DIST OF KNOX COUNTY,35798936001SE2,PFHxA,3.0
TN,FIRST UTIL DIST OF KNOX COUNTY,35858245001SE3,Total PFAS,6.4
TN,FIRST UTIL DIST OF KNOX COUNTY,35858245001SE3,PFBS,6.4
TN,FIRST UTILITY DISTRICT OF HAWKINS COUNTY,HD01516-01,Total PFAS,8.5
TN,FIRST UTILITY DISTRICT OF HAWKINS COUNTY,HD01516-01,PFBA,8.5
TN,FIRST UTILITY DISTRICT OF HAWKINS COUNTY,HG03060-01,Total PFAS,6.9
TN,FIRST UTILITY DISTRICT OF HAWKINS COUNTY,HG03060-01,PFBA,6.9
TN,FIRST UTILITY DISTRICT OF HAWKINS COUNTY,HJ02473-01,Total PFAS,8.1
TN,FIRST UTILITY DISTRICT OF HAWKINS COUNTY,HJ02473-01,PFBA,8.1
TN,FORT CAMPBELL WATER SYSTEM,810-69983-1,Total PFAS,73.6
TN,FORT CAMPBELL WATER SYSTEM,810-69983-1,PFHxS,29.7
TN,FORT CAMPBELL WATER SYSTEM,810-69983-1,PFOS,23.2
TN,FORT CAMPBELL WATER SYSTEM,810-69983-1,PFHxA,6.2
TN,FORT CAMPBELL WATER SYSTEM,810-69983-1,PFOA,5.8
TN,FORT CAMPBELL WATER SYSTEM,810-69983-1,PFPeA,5.2
TN,FORT CAMPBELL WATER SYSTEM,810-69983-1,PFBS,3.5
TN,FORT CAMPBELL WATER SYSTEM,810-73355-1,Total PFAS,87.6
TN,FORT CAMPBELL WATER SYSTEM,810-73355-1,PFHxS,29.7
TN,FORT CAMPBELL WATER SYSTEM,810-73355-1,PFOS,27.3
TN,FORT CAMPBELL WATER SYSTEM,810-73355-1,PFHxA,9.7
TN,FORT CAMPBELL WATER SYSTEM,810-73355-1,PFPeA,7.9
TN,FORT CAMPBELL WATER SYSTEM,810-73355-1,PFOA,6.4
TN,FORT CAMPBELL WATER SYSTEM,810-73355-1,PFBS,3.4
TN,FORT CAMPBELL WATER SYSTEM,810-73355-1,PFHpA,3.2
TN,FORT CAMPBELL WATER SYSTEM,810-81231-1,Total PFAS,69.9
TN,FORT CAMPBELL WATER SYSTEM,810-81231-1,PFHxS,27.5
TN,FORT CAMPBELL WATER SYSTEM,810-81231-1,PFOS,22.2
TN,FORT CAMPBELL WATER SYSTEM,810-81231-1,PFHxA,6.1
TN,FORT CAMPBELL WATER SYSTEM,810-81231-1,PFPeA,5.3
TN,FORT CAMPBELL WATER SYSTEM,810-81231-1,PFOA,5.2
TN,FORT CAMPBELL WATER SYSTEM,810-81231-1,PFBS,3.6
TN,FORT CAMPBELL WATER SYSTEM,810-90072-1,Total PFAS,81.5
TN,FORT CAMPBELL WATER SYSTEM,810-90072-1,PFHxS,33.6
TN,FORT CAMPBELL WATER SYSTEM,810-90072-1,PFOS,26.3
TN,FORT CAMPBELL WATER SYSTEM,810-90072-1,PFHxA,6.8
TN,FORT CAMPBELL WATER SYSTEM,810-90072-1,PFOA,5.7
TN,FORT CAMPBELL WATER SYSTEM,810-90072-1,PFPeA,5.5
TN,FORT CAMPBELL WATER SYSTEM,810-90072-1,PFBS,3.6
TN,FRANKLIN WATER DEPT,HI01170-01,Total PFAS,5.1
TN,FRANKLIN WATER DEPT,HI01170-01,PFBA,5.1
TN,HILLSVILLE UTILITY DISTRICT,62249601,Total PFAS,19.9
TN,HILLSVILLE UTILITY DISTRICT,62249601,PFOA,5.3
TN,HILLSVILLE UTILITY DISTRICT,62249601,PFOS,4.0
TN,HILLSVILLE UTILITY DISTRICT,62249601,PFHxA,3.8
TN,HILLSVILLE UTILITY DISTRICT,62249601,PFBS,3.6
TN,HILLSVILLE UTILITY DISTRICT,62249601,PFPeA,3.2
TN,HILLSVILLE UTILITY DISTRICT,63613001,Total PFAS,37.6
TN,HILLSVILLE UTILITY DISTRICT,63613001,PFOA,9.0
TN,HILLSVILLE UTILITY DISTRICT,63613001,PFBS,7.5
TN,HILLSVILLE UTILITY DISTRICT,63613001,PFHxA,6.4
TN,HILLSVILLE UTILITY DISTRICT,63613001,PFOS,6.1
TN,HILLSVILLE UTILITY DISTRICT,63613001,PFPeA,5.0
TN,HILLSVILLE UTILITY DISTRICT,63613001,PFHpA,3.6
TN,HILLSVILLE UTILITY DISTRICT,67621301,Total PFAS,44.5
TN,HILLSVILLE UTILITY DISTRICT,67621301,PFBS,9.7
TN,HILLSVILLE UTILITY DISTRICT,67621301,PFOA,8.7
TN,HILLSVILLE UTILITY DISTRICT,67621301,PFBA,6.2
TN,HILLSVILLE UTILITY DISTRICT,67621301,PFOS,6.1
TN,HILLSVILLE UTILITY DISTRICT,67621301,PFHxA,5.6
TN,HILLSVILLE UTILITY DISTRICT,67621301,PFPeA,4.9
TN,HILLSVILLE UTILITY DISTRICT,67621301,PFHpA,3.3
TN,HILLSVILLE UTILITY DISTRICT,68753101,Total PFAS,51.8
TN,HILLSVILLE UTILITY DISTRICT,68753101,PFOA,11.9
TN,HILLSVILLE UTILITY DISTRICT,68753101,PFBS,9.9
TN,HILLSVILLE UTILITY DISTRICT,68753101,PFOS,7.3
TN,HILLSVILLE UTILITY DISTRICT,68753101,PFHxA,7.3
TN,HILLSVILLE UTILITY DISTRICT,68753101,PFPeA,5.9
TN,HILLSVILLE UTILITY DISTRICT,68753101,PFBA,5.6
TN,HILLSVILLE UTILITY DISTRICT,68753101,PFHpA,3.9
TN,HIXSON UTILITY DISTRICT,HI03749-01,Total PFAS,6.0
TN,HIXSON UTILITY DISTRICT,HI03749-01,PFBS,6.0
TN,HIXSON UTILITY DISTRICT,HI03749-03,Total PFAS,6.1
TN,HIXSON UTILITY DISTRICT,HI03749-03,PFHxS,6.1
TN,JACKSON WATER SYSTEM,AL61537,Total PFAS,30.3
TN,JACKSON WATER SYSTEM,AL61537,PFHxS,16.3
TN,JACKSON WATER SYSTEM,AL61537,PFOS,10.4
TN,JACKSON WATER SYSTEM,AL61537,PFBS,3.6
TN,JACKSON WATER SYSTEM,AL77273,Total PFAS,37.3
TN,JACKSON WATER SYSTEM,AL77273,PFOS,20.0
TN,JACKSON WATER SYSTEM,AL77273,PFHxS,13.6
TN,JACKSON WATER SYSTEM,AL77273,PFBS,3.7
TN,JEFFERSON CITY WATER & SEWER C,112288P,Total PFAS,3.0
TN,JEFFERSON CITY WATER & SEWER C,112288P,PFPeA,3.0
TN,JEFFERSON CITY WATER & SEWER C,118132R,Total PFAS,3.8
TN,JEFFERSON CITY WATER & SEWER C,118132R,PFPeA,3.8
TN,JEFFERSON CITY WATER & SEWER C,119067P,Total PFAS,3.3
TN,JEFFERSON CITY WATER & SEWER C,119067P,PFPeA,3.3
TN,JEFFERSON CITY WATER & SEWER C,122136P,Total PFAS,7.2
TN,JEFFERSON CITY WATER & SEWER C,122136P,PFBS,3.8
TN,JEFFERSON CITY WATER & SEWER C,122136P,PFPeA,3.4
TN,M3F1171-03,122136P,PFOS,5.9
TN,KINGSTON WATER SYSTEM,115950P,Total PFAS,13.3
TN,KINGSTON WATER SYSTEM,115950P,PFBA,13.3
TN,KNOXVILLE UTILITIES BOARD-KUB,810-101290-1,Total PFAS,3.7
TN,KNOXVILLE UTILITIES BOARD-KUB,810-101290-1,PFBS,3.7
TN,LA VERGNE WATER SYSTEM,35800310001SE1,Total PFAS,4.5
TN,LA VERGNE WATER SYSTEM,35800310001SE1,PFBS,4.5
TN,LA VERGNE WATER SYSTEM,35800310003SE1,Total PFAS,7.3
TN,LA VERGNE WATER SYSTEM,35800310003SE1,PFBS,4.1
TN,LA VERGNE WATER SYSTEM,35800310003SE1,PFHxA,3.2
TN,LA VERGNE WATER SYSTEM,35835779001SE3,Total PFAS,14.8
TN,LA VERGNE WATER SYSTEM,35835779001SE3,PFBS,6.1
TN,LA VERGNE WATER SYSTEM,35835779001SE3,PFHxA,4.6
TN,LA VERGNE WATER SYSTEM,35835779001SE3,PFPeA,4.1
TN,LA VERGNE WATER SYSTEM,35835779003SE3,Total PFAS,15.7
TN,LA VERGNE WATER SYSTEM,35835779003SE3,PFBS,6.3
TN,LA VERGNE WATER SYSTEM,35835779003SE3,PFHxA,4.9
TN,LA VERGNE WATER SYSTEM,35835779003SE3,PFPeA,4.5
TN,LA VERGNE WATER SYSTEM,35853030001SE4,Total PFAS,50.2
TN,LA VERGNE WATER SYSTEM,35853030001SE4,PFBS,16.0
TN,LA VERGNE WATER SYSTEM,35853030001SE4,PFHxA,12.0
TN,LA VERGNE WATER SYSTEM,35853030001SE4,PFPeA,10.0
TN,LA VERGNE WATER SYSTEM,35853030001SE4,PFBA,6.7
TN,LA VERGNE WATER SYSTEM,35853030001SE4,PFOA,5.5
TN,LA VERGNE WATER SYSTEM,35853030003SE4,Total PFAS,40.9
TN,LA VERGNE WATER SYSTEM,35853030003SE4,PFBS,13.0
TN,LA VERGNE WATER SYSTEM,35853030003SE4,PFHxA,9.6
TN,LA VERGNE WATER SYSTEM,35853030003SE4,PFPeA,8.4
TN,LA VERGNE WATER SYSTEM,35853030003SE4,PFBA,5.5
TN,LA VERGNE WATER SYSTEM,35853030003SE4,PFOA,4.4
TN,LA VERGNE WATER SYSTEM,GH02657-01,Total PFAS,13.5
TN,LA VERGNE WATER SYSTEM,GH02657-01,PFBS,5.4
TN,LA VERGNE WATER SYSTEM,GH02657-01,PFHxA,4.2
TN,LA VERGNE WATER SYSTEM,GH02657-01,PFPeA,3.9
TN,LA VERGNE WATER SYSTEM,GH02657-03,Total PFAS,24.1
TN,LA VERGNE WATER SYSTEM,GH02657-03,PFBS,7.4
TN,LA VERGNE WATER SYSTEM,GH02657-03,PFHxA,5.8
TN,LA VERGNE WATER SYSTEM,GH02657-03,PFPeA,5.5
TN,LA VERGNE WATER SYSTEM,GH02657-03,PFBA,5.4
TN,24E0036-01,GH02657-03,PFHxA,4.2
TN,24E0036-01,GH02657-03,PFOS,4.0
TN,24E0036-01,GH02657-03,PFPeA,3.0
TN,24E0036-01,GH02657-03,PFBS,3.0
TN,24E0036-06,GH02657-03,PFBS,3.1
TN,24E0036-11,GH02657-03,PFBS,6.2
TN,24E0036-11,GH02657-03,PFHxA,4.6
TN,24E0036-11,GH02657-03,PFOS,4.3
TN,24E0036-11,GH02657-03,PFPeA,3.2
TN,LEWISBURG WATER SYSTEM,63147001,Total PFAS,3.3
TN,LEWISBURG WATER SYSTEM,63147001,PFBS,3.3
TN,LEWISBURG WATER SYSTEM,67450401,Total PFAS,3.6
TN,LEWISBURG WATER SYSTEM,67450401,PFBS,3.6
TN,LEWISBURG WATER SYSTEM,68608801,Total PFAS,40.0
TN,LEWISBURG WATER SYSTEM,68608801,PFBS,9.2
TN,LEWISBURG WATER SYSTEM,68608801,PFOA,8.8
TN,LEWISBURG WATER SYSTEM,68608801,PFBA,6.5
TN,LEWISBURG WATER SYSTEM,68608801,PFHxA,5.5
TN,LEWISBURG WATER SYSTEM,68608801,PFOS,5.3
TN,LEWISBURG WATER SYSTEM,68608801,PFPeA,4.7
TN,LEWISBURG WATER SYSTEM,69408001,Total PFAS,13.1
TN,LEWISBURG WATER SYSTEM,69408001,PFBS,5.0
TN,LEWISBURG WATER SYSTEM,69408001,PFOA,5.0
TN,LEWISBURG WATER SYSTEM,69408001,PFHxA,3.1
TN,LUTTRELL-BLAINE-CORRYTON U.D.,111022P,Total PFAS,6.1
TN,LUTTRELL-BLAINE-CORRYTON U.D.,111022P,PFBA,6.1
TN,"MANCHESTER WATER DEPARTMENT, TN",70758401,Total PFAS,3.1
TN,"MANCHESTER WATER DEPARTMENT, TN",70758401,PFPeA,3.1
TN,MARSHALL CO BD P.U. #1,GH00029-01,Total PFAS,4.8
TN,MARSHALL CO BD P.U. #1,GH00029-01,PFBS,4.8
TN,MARSHALL CO BD P.U. #1,GH00029-03,Total PFAS,24.1
TN,MARSHALL CO BD P.U. #1,GH00029-03,PFBS,6.9
TN,MARSHALL CO BD P.U. #1,GH00029-03,PFHxA,6.8
TN,MARSHALL CO BD P.U. #1,GH00029-03,PFBA,5.4
TN,MARSHALL CO BD P.U. #1,GH00029-03,PFPeA,5.0
TN,MARSHALL CO BD P.U. #1,GJ05344-01,Total PFAS,28.1
TN,MARSHALL CO BD P.U. #1,GJ05344-01,PFBS,8.2
TN,MARSHALL CO BD P.U. #1,GJ05344-01,PFOA,7.1
TN,MARSHALL CO BD P.U. #1,GJ05344-01,PFOS,5.0
TN,MARSHALL CO BD P.U. #1,GJ05344-01,PFHxA,4.2
TN,MARSHALL CO BD P.U. #1,GJ05344-01,PFPeA,3.6
TN,MARSHALL CO BD P.U. #1,GJ05344-03,Total PFAS,108.8
TN,MARSHALL CO BD P.U. #1,GJ05344-03,PFBS,34.0
TN,MARSHALL CO BD P.U. #1,GJ05344-03,PFHxA,27.0
TN,MARSHALL CO BD P.U. #1,GJ05344-03,PFPeA,20.0
TN,MARSHALL CO BD P.U. #1,GJ05344-03,PFBA,13.0
TN,MARSHALL CO BD P.U. #1,GJ05344-03,PFOA,11.0
TN,MARSHALL CO BD P.U. #1,GJ05344-03,PFHpA,3.8
TN,MAURY CO WATER SYSTEM,CB11151-01,Total PFAS,3.5
TN,MAURY CO WATER SYSTEM,CB11151-01,PFPeA,3.5
TN,MAURY CO WATER SYSTEM,CB11151-03,Total PFAS,9.4
TN,MAURY CO WATER SYSTEM,CB11151-03,PFPeA,3.3
TN,MAURY CO WATER SYSTEM,CB11151-03,PFBS,3.1
TN,MAURY CO WATER SYSTEM,CB11151-03,PFHxA,3.0
TN,MAURY CO WATER SYSTEM,CB15029-01,Total PFAS,31.2
TN,MAURY CO WATER SYSTEM,CB15029-01,PFBS,7.2
TN,MAURY CO WATER SYSTEM,CB15029-01,PFOA,6.7
TN,MAURY CO WATER SYSTEM,CB15029-01,PFHxA,5.1
TN,MAURY CO WATER SYSTEM,CB15029-01,PFPeA,4.9
TN,MAURY CO WATER SYSTEM,CB15029-01,PFOS,4.1
TN,MAURY CO WATER SYSTEM,CB15029-01,PFHpA,3.2
TN,MAURY CO WATER SYSTEM,CB15029-03,Total PFAS,29.8
TN,MAURY CO WATER SYSTEM,CB15029-03,PFBS,7.1
TN,MAURY CO WATER SYSTEM,CB15029-03,PFOA,7.1
